County Code, County Name, Precinct Code, Contest Code, Contest Name, Party, Candidate Code , Candidate Name, Candidate Votes, Contest Votes, Pecentage
13, Greenbrier, 1, IA, Attorney General, R, 1037, Daniel W.Greear, 142, 334, 42.51%
13, Greenbrier, 1, JA, Justice of the Supreme Court of Appeals, D, 1040, Margaret Lee Workman, 156, 334, 46.71%
13, Greenbrier, 1, JA, Justice of the Supreme Court of Appeals, R, 1041, Elizabeth D. Walker, 164, 334, 49.10%
13, Greenbrier, 1, JA, Justice of the Supreme Court of Appeals, D, 1042, Menis E. Ketchum, 137, 334, 41.02%
13, Greenbrier, 1, KA, State Senate, R, 1054, Donald Thomas Caruth, 152, 334, 45.51%
13, Greenbrier, 1, KA, State Senate, D, 1067, James Wilbur McNeely, 160, 334, 47.90%
13, Greenbrier, 1, LA, House of Delegates, D, 1146, Thomas W. Campbell, 184, 334, 55.09%
13, Greenbrier, 1, LA, House of Delegates, D, 1303, Joan Connie Browning, 108, 334, 32.34%
13, Greenbrier, 1, LA, House of Delegates, R, 1304, Denny Ray Canterbury Jr., 196, 334, 58.68%
13, Greenbrier, 1, MA, Circuit Judge, D, 1316, Joseph C. Pomponio Jr., 153, 334, 45.81%
13, Greenbrier, 1, MA, Circuit Judge, D, 1344, James Jefferson Rowe, 164, 334, 49.10%
13, Greenbrier, 1, MA, Circuit Judge, R, 1347, Jesse O'Dell Guills Jr., 155, 334, 46.41%
13, Greenbrier, 1, MA, Circuit Judge, R, 1351, Barry Lee Bruce, 146, 334, 43.71%
13, Greenbrier, 1, NA, Family Court Judge, D, 1357, David Martin Sanders, 235, 334, 70.36%
13, Greenbrier, 1, CA, U.S. House of Representatives, R, 1412, Gary Martin Gearheart, 125, 334, 37.43%
13, Greenbrier, 1, DA, Governor, M, 1416, Jesse C. Johnson Jr., 7, 334, 2.10%
13, Greenbrier, 1, AA, U.S. President, M, 1425, Cynthia Ann McKinney, 2, 334, 0.60%
13, Greenbrier, 1, AA, U.S. President, U, 1427, Ralph Nader, 5, 334, 1.50%
13, Greenbrier, 1, AA, U.S. President, C, 1428, Charles Obadiah Baldwin, 3, 334, 0.90%
13, Greenbrier, 1, VO, Over Vote, , 901, Over Vote, 0, 334, 0.00%
13, Greenbrier, 1, VU, Under Vote, , 902, Under Vote, 2071, 334, 620.06%
13, Greenbrier, 1, WI, Write-In, , 999, Write-In Candidate, 5, 334, 1.50%
13, Greenbrier, 1, 90, Straight Ticket, D, DEM, Democratic Party, 49, 334, 14.67%
13, Greenbrier, 1, 90, Straight Ticket, M, MTN, Mountain Party, 1, 334, 0.30%
13, Greenbrier, 1, 90, Straight Ticket, R, REP, Republican Party, 53, 334, 15.87%
13, Greenbrier, 14, AA, U.S. President, D, 1003, Barack Hussein Obama, 173, 491, 35.23%
13, Greenbrier, 14, AA, U.S. President, R, 1004, John Sidney McCain III, 298, 491, 60.69%
13, Greenbrier, 14, BA, U.S. Senate, D, 1011, John Davison Rockefeller IV, 275, 491, 56.01%
13, Greenbrier, 14, BA, U.S. Senate, R, 1013, Matthew Jay Wolfe, 199, 491, 40.53%
13, Greenbrier, 14, CA, U.S. House of Representatives, D, 1019, Nick Joe Rahall II, 309, 491, 62.93%
13, Greenbrier, 14, DA, Governor, D, 1022, Joe Manchin III, 280, 491, 57.03%
13, Greenbrier, 14, DA, Governor, R, 1024, Russell E. Weeks Jr, 150, 491, 30.55%
13, Greenbrier, 14, EA, Secretary of State, D, 1027, Natalie Tennant, 251, 491, 51.12%
13, Greenbrier, 14, EA, Secretary of State, R, 1028, Charles Theophilus Minimah, 198, 491, 40.33%
13, Greenbrier, 14, FA, Auditor, D, 1029, Glen B. Gainer III, 366, 491, 74.54%
13, Greenbrier, 14, GA, State Treasurer, D, 1030, John D. Perdue, 363, 491, 73.93%
13, Greenbrier, 14, HA, Commissioner of Agriculture, D, 1031, Gus R. Douglass, 260, 491, 52.95%
13, Greenbrier, 14, HA, Commissioner of Agriculture, R, 1034, James Michael Teets, 200, 491, 40.73%
13, Greenbrier, 14, IA, Attorney General, D, 1035, Darrell V. McGraw Jr., 255, 491, 51.93%
13, Greenbrier, 14, IA, Attorney General, R, 1037, Daniel W.Greear, 206, 491, 41.96%
13, Greenbrier, 14, JA, Justice of the Supreme Court of Appeals, D, 1040, Margaret Lee Workman, 244, 491, 49.69%
13, Greenbrier, 14, JA, Justice of the Supreme Court of Appeals, R, 1041, Elizabeth D. Walker, 223, 491, 45.42%
13, Greenbrier, 14, JA, Justice of the Supreme Court of Appeals, D, 1042, Menis E. Ketchum, 210, 491, 42.77%
13, Greenbrier, 14, KA, State Senate, R, 1054, Donald Thomas Caruth, 203, 491, 41.34%
13, Greenbrier, 14, KA, State Senate, D, 1067, James Wilbur McNeely, 256, 491, 52.14%
13, Greenbrier, 14, LA, House of Delegates, D, 1146, Thomas W. Campbell, 262, 491, 53.36%
13, Greenbrier, 14, LA, House of Delegates, D, 1303, Joan Connie Browning, 212, 491, 43.18%
13, Greenbrier, 14, LA, House of Delegates, R, 1304, Denny Ray Canterbury Jr., 264, 491, 53.77%
13, Greenbrier, 14, MA, Circuit Judge, D, 1316, Joseph C. Pomponio Jr., 242, 491, 49.29%
13, Greenbrier, 14, MA, Circuit Judge, D, 1344, James Jefferson Rowe, 274, 491, 55.80%
13, Greenbrier, 14, MA, Circuit Judge, R, 1347, Jesse O'Dell Guills Jr., 218, 491, 44.40%
13, Greenbrier, 14, MA, Circuit Judge, R, 1351, Barry Lee Bruce, 194, 491, 39.51%
13, Greenbrier, 14, NA, Family Court Judge, D, 1357, David Martin Sanders, 338, 491, 68.84%
13, Greenbrier, 14, CA, U.S. House of Representatives, R, 1412, Gary Martin Gearheart, 159, 491, 32.38%
13, Greenbrier, 14, DA, Governor, M, 1416, Jesse C. Johnson Jr., 45, 491, 9.16%
13, Greenbrier, 14, AA, U.S. President, M, 1425, Cynthia Ann McKinney, 4, 491, 0.81%
13, Greenbrier, 14, AA, U.S. President, U, 1427, Ralph Nader, 2, 491, 0.41%
13, Greenbrier, 14, AA, U.S. President, C, 1428, Charles Obadiah Baldwin, 3, 491, 0.61%
13, Greenbrier, 14, VO, Over Vote, , 901, Over Vote, 0, 491, 0.00%
13, Greenbrier, 14, VU, Under Vote, , 902, Under Vote, 3030, 491, 617.11%
13, Greenbrier, 14, WI, Write-In, , 999, Write-In Candidate, 4, 491, 0.81%
13, Greenbrier, 14, 90, Straight Ticket, D, DEM, Democratic Party, 61, 491, 12.42%
13, Greenbrier, 14, 90, Straight Ticket, M, MTN, Mountain Party, 1, 491, 0.20%
13, Greenbrier, 14, 90, Straight Ticket, R, REP, Republican Party, 57, 491, 11.61%
13, Greenbrier, 21, AA, U.S. President, D, 1003, Barack Hussein Obama, 174, 360, 48.33%
13, Greenbrier, 21, AA, U.S. President, R, 1004, John Sidney McCain III, 160, 360, 44.44%
13, Greenbrier, 21, BA, U.S. Senate, D, 1011, John Davison Rockefeller IV, 244, 360, 67.78%
13, Greenbrier, 21, BA, U.S. Senate, R, 1013, Matthew Jay Wolfe, 91, 360, 25.28%
13, Greenbrier, 21, CA, U.S. House of Representatives, D, 1019, Nick Joe Rahall II, 260, 360, 72.22%
13, Greenbrier, 21, DA, Governor, D, 1022, Joe Manchin III, 267, 360, 74.17%
13, Greenbrier, 21, DA, Governor, R, 1024, Russell E. Weeks Jr, 64, 360, 17.78%
13, Greenbrier, 21, EA, Secretary of State, D, 1027, Natalie Tennant, 213, 360, 59.17%
13, Greenbrier, 21, EA, Secretary of State, R, 1028, Charles Theophilus Minimah, 103, 360, 28.61%
13, Greenbrier, 21, FA, Auditor, D, 1029, Glen B. Gainer III, 280, 360, 77.78%
13, Greenbrier, 21, GA, State Treasurer, D, 1030, John D. Perdue, 278, 360, 77.22%
13, Greenbrier, 21, HA, Commissioner of Agriculture, D, 1031, Gus R. Douglass, 204, 360, 56.67%
13, Greenbrier, 21, HA, Commissioner of Agriculture, R, 1034, James Michael Teets, 123, 360, 34.17%
13, Greenbrier, 21, IA, Attorney General, D, 1035, Darrell V. McGraw Jr., 207, 360, 57.50%
13, Greenbrier, 21, IA, Attorney General, R, 1037, Daniel W.Greear, 127, 360, 35.28%
13, Greenbrier, 21, JA, Justice of the Supreme Court of Appeals, D, 1040, Margaret Lee Workman, 169, 360, 46.94%
13, Greenbrier, 21, JA, Justice of the Supreme Court of Appeals, R, 1041, Elizabeth D. Walker, 139, 360, 38.61%
13, Greenbrier, 21, JA, Justice of the Supreme Court of Appeals, D, 1042, Menis E. Ketchum, 194, 360, 53.89%
13, Greenbrier, 21, KA, State Senate, R, 1054, Donald Thomas Caruth, 130, 360, 36.11%
13, Greenbrier, 21, KA, State Senate, D, 1067, James Wilbur McNeely, 190, 360, 52.78%
13, Greenbrier, 21, LA, House of Delegates, D, 1146, Thomas W. Campbell, 215, 360, 59.72%
13, Greenbrier, 21, LA, House of Delegates, D, 1303, Joan Connie Browning, 141, 360, 39.17%
13, Greenbrier, 21, LA, House of Delegates, R, 1304, Denny Ray Canterbury Jr., 213, 360, 59.17%
13, Greenbrier, 21, MA, Circuit Judge, D, 1316, Joseph C. Pomponio Jr., 190, 360, 52.78%
13, Greenbrier, 21, MA, Circuit Judge, D, 1344, James Jefferson Rowe, 206, 360, 57.22%
13, Greenbrier, 21, MA, Circuit Judge, R, 1347, Jesse O'Dell Guills Jr., 144, 360, 40.00%
13, Greenbrier, 21, MA, Circuit Judge, R, 1351, Barry Lee Bruce, 132, 360, 36.67%
13, Greenbrier, 21, NA, Family Court Judge, D, 1357, David Martin Sanders, 260, 360, 72.22%
13, Greenbrier, 21, CA, U.S. House of Representatives, R, 1412, Gary Martin Gearheart, 68, 360, 18.89%
13, Greenbrier, 21, DA, Governor, M, 1416, Jesse C. Johnson Jr., 14, 360, 3.89%
13, Greenbrier, 21, AA, U.S. President, M, 1425, Cynthia Ann McKinney, 3, 360, 0.83%
13, Greenbrier, 21, AA, U.S. President, U, 1427, Ralph Nader, 5, 360, 1.39%
13, Greenbrier, 21, AA, U.S. President, C, 1428, Charles Obadiah Baldwin, 1, 360, 0.28%
13, Greenbrier, 21, VO, Over Vote, , 901, Over Vote, 0, 360, 0.00%
13, Greenbrier, 21, VU, Under Vote, , 902, Under Vote, 2151, 360, 597.50%
13, Greenbrier, 21, WI, Write-In, , 999, Write-In Candidate, 11, 360, 3.06%
13, Greenbrier, 21, 90, Straight Ticket, D, DEM, Democratic Party, 52, 360, 14.44%
13, Greenbrier, 21, 90, Straight Ticket, M, MTN, Mountain Party, 1, 360, 0.28%
13, Greenbrier, 21, 90, Straight Ticket, R, REP, Republican Party, 23, 360, 6.39%
13, Greenbrier, 23, AA, U.S. President, D, 1003, Barack Hussein Obama, 358, 898, 39.87%
13, Greenbrier, 23, AA, U.S. President, R, 1004, John Sidney McCain III, 507, 898, 56.46%
13, Greenbrier, 23, BA, U.S. Senate, D, 1011, John Davison Rockefeller IV, 549, 898, 61.14%
13, Greenbrier, 23, BA, U.S. Senate, R, 1013, Matthew Jay Wolfe, 314, 898, 34.97%
13, Greenbrier, 23, CA, U.S. House of Representatives, D, 1019, Nick Joe Rahall II, 590, 898, 65.70%
13, Greenbrier, 23, DA, Governor, D, 1022, Joe Manchin III, 607, 898, 67.59%
13, Greenbrier, 23, DA, Governor, R, 1024, Russell E. Weeks Jr, 225, 898, 25.06%
13, Greenbrier, 23, EA, Secretary of State, D, 1027, Natalie Tennant, 484, 898, 53.90%
13, Greenbrier, 23, EA, Secretary of State, R, 1028, Charles Theophilus Minimah, 320, 898, 35.63%
13, Greenbrier, 23, FA, Auditor, D, 1029, Glen B. Gainer III, 680, 898, 75.72%
13, Greenbrier, 23, GA, State Treasurer, D, 1030, John D. Perdue, 673, 898, 74.94%
13, Greenbrier, 23, HA, Commissioner of Agriculture, D, 1031, Gus R. Douglass, 471, 898, 52.45%
13, Greenbrier, 23, HA, Commissioner of Agriculture, R, 1034, James Michael Teets, 371, 898, 41.31%
13, Greenbrier, 23, IA, Attorney General, D, 1035, Darrell V. McGraw Jr., 454, 898, 50.56%
13, Greenbrier, 23, IA, Attorney General, R, 1037, Daniel W.Greear, 385, 898, 42.87%
13, Greenbrier, 23, JA, Justice of the Supreme Court of Appeals, D, 1040, Margaret Lee Workman, 417, 898, 46.44%
13, Greenbrier, 23, JA, Justice of the Supreme Court of Appeals, R, 1041, Elizabeth D. Walker, 432, 898, 48.11%
13, Greenbrier, 23, JA, Justice of the Supreme Court of Appeals, D, 1042, Menis E. Ketchum, 435, 898, 48.44%
13, Greenbrier, 23, KA, State Senate, R, 1054, Donald Thomas Caruth, 383, 898, 42.65%
13, Greenbrier, 23, KA, State Senate, D, 1067, James Wilbur McNeely, 438, 898, 48.78%
13, Greenbrier, 23, LA, House of Delegates, D, 1146, Thomas W. Campbell, 542, 898, 60.36%
13, Greenbrier, 23, LA, House of Delegates, D, 1303, Joan Connie Browning, 321, 898, 35.75%
13, Greenbrier, 23, LA, House of Delegates, R, 1304, Denny Ray Canterbury Jr., 527, 898, 58.69%
13, Greenbrier, 23, MA, Circuit Judge, D, 1316, Joseph C. Pomponio Jr., 439, 898, 48.89%
13, Greenbrier, 23, MA, Circuit Judge, D, 1344, James Jefferson Rowe, 500, 898, 55.68%
13, Greenbrier, 23, MA, Circuit Judge, R, 1347, Jesse O'Dell Guills Jr., 395, 898, 43.99%
13, Greenbrier, 23, MA, Circuit Judge, R, 1351, Barry Lee Bruce, 351, 898, 39.09%
13, Greenbrier, 23, NA, Family Court Judge, D, 1357, David Martin Sanders, 654, 898, 72.83%
13, Greenbrier, 23, CA, U.S. House of Representatives, R, 1412, Gary Martin Gearheart, 262, 898, 29.18%
13, Greenbrier, 23, DA, Governor, M, 1416, Jesse C. Johnson Jr., 30, 898, 3.34%
13, Greenbrier, 23, AA, U.S. President, M, 1425, Cynthia Ann McKinney, 3, 898, 0.33%
13, Greenbrier, 23, AA, U.S. President, U, 1427, Ralph Nader, 5, 898, 0.56%
13, Greenbrier, 23, AA, U.S. President, C, 1428, Charles Obadiah Baldwin, 1, 898, 0.11%
13, Greenbrier, 23, VO, Over Vote, , 901, Over Vote, 0, 898, 0.00%
13, Greenbrier, 23, VU, Under Vote, , 902, Under Vote, 5214, 898, 580.62%
13, Greenbrier, 23, WI, Write-In, , 999, Write-In Candidate, 16, 898, 1.78%
13, Greenbrier, 23, 90, Straight Ticket, D, DEM, Democratic Party, 93, 898, 10.36%
13, Greenbrier, 23, 90, Straight Ticket, M, MTN, Mountain Party, 3, 898, 0.33%
13, Greenbrier, 23, 90, Straight Ticket, R, REP, Republican Party, 82, 898, 9.13%
13, Greenbrier, 24, AA, U.S. President, D, 1003, Barack Hussein Obama, 269, 601, 44.76%
13, Greenbrier, 24, AA, U.S. President, R, 1004, John Sidney McCain III, 300, 601, 49.92%
13, Greenbrier, 24, BA, U.S. Senate, D, 1011, John Davison Rockefeller IV, 400, 601, 66.56%
13, Greenbrier, 24, BA, U.S. Senate, R, 1013, Matthew Jay Wolfe, 179, 601, 29.78%
13, Greenbrier, 24, CA, U.S. House of Representatives, D, 1019, Nick Joe Rahall II, 408, 601, 67.89%
13, Greenbrier, 24, DA, Governor, D, 1022, Joe Manchin III, 417, 601, 69.38%
13, Greenbrier, 24, DA, Governor, R, 1024, Russell E. Weeks Jr, 146, 601, 24.29%
13, Greenbrier, 24, EA, Secretary of State, D, 1027, Natalie Tennant, 345, 601, 57.40%
13, Greenbrier, 24, EA, Secretary of State, R, 1028, Charles Theophilus Minimah, 190, 601, 31.61%
13, Greenbrier, 24, FA, Auditor, D, 1029, Glen B. Gainer III, 473, 601, 78.70%
13, Greenbrier, 24, GA, State Treasurer, D, 1030, John D. Perdue, 467, 601, 77.70%
13, Greenbrier, 24, HA, Commissioner of Agriculture, D, 1031, Gus R. Douglass, 341, 601, 56.74%
13, Greenbrier, 24, HA, Commissioner of Agriculture, R, 1034, James Michael Teets, 221, 601, 36.77%
13, Greenbrier, 24, IA, Attorney General, D, 1035, Darrell V. McGraw Jr., 327, 601, 54.41%
13, Greenbrier, 24, IA, Attorney General, R, 1037, Daniel W.Greear, 232, 601, 38.60%
13, Greenbrier, 24, JA, Justice of the Supreme Court of Appeals, D, 1040, Margaret Lee Workman, 300, 601, 49.92%
13, Greenbrier, 24, JA, Justice of the Supreme Court of Appeals, R, 1041, Elizabeth D. Walker, 253, 601, 42.10%
13, Greenbrier, 24, JA, Justice of the Supreme Court of Appeals, D, 1042, Menis E. Ketchum, 314, 601, 52.25%
13, Greenbrier, 24, KA, State Senate, R, 1054, Donald Thomas Caruth, 247, 601, 41.10%
13, Greenbrier, 24, KA, State Senate, D, 1067, James Wilbur McNeely, 300, 601, 49.92%
13, Greenbrier, 24, LA, House of Delegates, D, 1146, Thomas W. Campbell, 358, 601, 59.57%
13, Greenbrier, 24, LA, House of Delegates, D, 1303, Joan Connie Browning, 220, 601, 36.61%
13, Greenbrier, 24, LA, House of Delegates, R, 1304, Denny Ray Canterbury Jr., 380, 601, 63.23%
13, Greenbrier, 24, MA, Circuit Judge, D, 1316, Joseph C. Pomponio Jr., 284, 601, 47.25%
13, Greenbrier, 24, MA, Circuit Judge, D, 1344, James Jefferson Rowe, 332, 601, 55.24%
13, Greenbrier, 24, MA, Circuit Judge, R, 1347, Jesse O'Dell Guills Jr., 273, 601, 45.42%
13, Greenbrier, 24, MA, Circuit Judge, R, 1351, Barry Lee Bruce, 247, 601, 41.10%
13, Greenbrier, 24, NA, Family Court Judge, D, 1357, David Martin Sanders, 440, 601, 73.21%
13, Greenbrier, 24, CA, U.S. House of Representatives, R, 1412, Gary Martin Gearheart, 162, 601, 26.96%
13, Greenbrier, 24, DA, Governor, M, 1416, Jesse C. Johnson Jr., 18, 601, 3.00%
13, Greenbrier, 24, AA, U.S. President, M, 1425, Cynthia Ann McKinney, 3, 601, 0.50%
13, Greenbrier, 24, AA, U.S. President, U, 1427, Ralph Nader, 4, 601, 0.67%
13, Greenbrier, 24, AA, U.S. President, C, 1428, Charles Obadiah Baldwin, 3, 601, 0.50%
13, Greenbrier, 24, VO, Over Vote, , 901, Over Vote, 0, 601, 0.00%
13, Greenbrier, 24, VU, Under Vote, , 902, Under Vote, 3310, 601, 550.75%
13, Greenbrier, 24, WI, Write-In, , 999, Write-In Candidate, 7, 601, 1.16%
13, Greenbrier, 24, 90, Straight Ticket, D, DEM, Democratic Party, 81, 601, 13.48%
13, Greenbrier, 24, 90, Straight Ticket, M, MTN, Mountain Party, 3, 601, 0.50%
13, Greenbrier, 24, 90, Straight Ticket, R, REP, Republican Party, 41, 601, 6.82%
13, Greenbrier, 29, AA, U.S. President, D, 1003, Barack Hussein Obama, 193, 425, 45.41%
13, Greenbrier, 29, AA, U.S. President, R, 1004, John Sidney McCain III, 208, 425, 48.94%
13, Greenbrier, 29, BA, U.S. Senate, D, 1011, John Davison Rockefeller IV, 257, 425, 60.47%
13, Greenbrier, 29, BA, U.S. Senate, R, 1013, Matthew Jay Wolfe, 151, 425, 35.53%
13, Greenbrier, 29, CA, U.S. House of Representatives, D, 1019, Nick Joe Rahall II, 265, 425, 62.35%
13, Greenbrier, 29, DA, Governor, D, 1022, Joe Manchin III, 268, 425, 63.06%
13, Greenbrier, 29, DA, Governor, R, 1024, Russell E. Weeks Jr, 115, 425, 27.06%
13, Greenbrier, 29, EA, Secretary of State, D, 1027, Natalie Tennant, 247, 425, 58.12%
13, Greenbrier, 29, EA, Secretary of State, R, 1028, Charles Theophilus Minimah, 134, 425, 31.53%
13, Greenbrier, 29, FA, Auditor, D, 1029, Glen B. Gainer III, 305, 425, 71.76%
13, Greenbrier, 29, GA, State Treasurer, D, 1030, John D. Perdue, 306, 425, 72.00%
13, Greenbrier, 29, HA, Commissioner of Agriculture, D, 1031, Gus R. Douglass, 196, 425, 46.12%
13, Greenbrier, 29, HA, Commissioner of Agriculture, R, 1034, James Michael Teets, 189, 425, 44.47%
13, Greenbrier, 29, IA, Attorney General, D, 1035, Darrell V. McGraw Jr., 222, 425, 52.24%
13, Greenbrier, 29, IA, Attorney General, R, 1037, Daniel W.Greear, 180, 425, 42.35%
13, Greenbrier, 29, JA, Justice of the Supreme Court of Appeals, D, 1040, Margaret Lee Workman, 230, 425, 54.12%
13, Greenbrier, 29, JA, Justice of the Supreme Court of Appeals, R, 1041, Elizabeth D. Walker, 169, 425, 39.76%
13, Greenbrier, 29, JA, Justice of the Supreme Court of Appeals, D, 1042, Menis E. Ketchum, 187, 425, 44.00%
13, Greenbrier, 29, KA, State Senate, R, 1054, Donald Thomas Caruth, 149, 425, 35.06%
13, Greenbrier, 29, KA, State Senate, D, 1067, James Wilbur McNeely, 238, 425, 56.00%
13, Greenbrier, 29, LA, House of Delegates, D, 1146, Thomas W. Campbell, 265, 425, 62.35%
13, Greenbrier, 29, LA, House of Delegates, D, 1303, Joan Connie Browning, 161, 425, 37.88%
13, Greenbrier, 29, LA, House of Delegates, R, 1304, Denny Ray Canterbury Jr., 220, 425, 51.76%
13, Greenbrier, 29, MA, Circuit Judge, D, 1316, Joseph C. Pomponio Jr., 215, 425, 50.59%
13, Greenbrier, 29, MA, Circuit Judge, D, 1344, James Jefferson Rowe, 239, 425, 56.24%
13, Greenbrier, 29, MA, Circuit Judge, R, 1347, Jesse O'Dell Guills Jr., 189, 425, 44.47%
13, Greenbrier, 29, MA, Circuit Judge, R, 1351, Barry Lee Bruce, 172, 425, 40.47%
13, Greenbrier, 29, NA, Family Court Judge, D, 1357, David Martin Sanders, 292, 425, 68.71%
13, Greenbrier, 29, CA, U.S. House of Representatives, R, 1412, Gary Martin Gearheart, 137, 425, 32.24%
13, Greenbrier, 29, DA, Governor, M, 1416, Jesse C. Johnson Jr., 26, 425, 6.12%
13, Greenbrier, 29, AA, U.S. President, M, 1425, Cynthia Ann McKinney, 2, 425, 0.47%
13, Greenbrier, 29, AA, U.S. President, U, 1427, Ralph Nader, 4, 425, 0.94%
13, Greenbrier, 29, AA, U.S. President, C, 1428, Charles Obadiah Baldwin, 4, 425, 0.94%
13, Greenbrier, 29, VO, Over Vote, , 901, Over Vote, 0, 425, 0.00%
13, Greenbrier, 29, VU, Under Vote, , 902, Under Vote, 2631, 425, 619.06%
13, Greenbrier, 29, WI, Write-In, , 999, Write-In Candidate, 2, 425, 0.47%
13, Greenbrier, 29, 90, Straight Ticket, D, DEM, Democratic Party, 41, 425, 9.65%
13, Greenbrier, 29, 90, Straight Ticket, M, MTN, Mountain Party, 2, 425, 0.47%
13, Greenbrier, 29, 90, Straight Ticket, R, REP, Republican Party, 26, 425, 6.12%
13, Greenbrier, 31, AA, U.S. President, D, 1003, Barack Hussein Obama, 168, 387, 43.41%
13, Greenbrier, 31, AA, U.S. President, R, 1004, John Sidney McCain III, 196, 387, 50.65%
